date,time,open,high,low,close,amount,vol
2025-7-29,10:44:0,2.096,2.096,2.095,2.096,1367647.0,6528.0
2025-7-29,10:45:0,2.096,2.096,2.095,2.095,220818.0,1054.0
2025-7-29,10:46:0,2.095,2.096,2.095,2.096,1310947.0,6257.0
2025-7-29,10:47:0,2.096,2.096,2.095,2.096,158420.0,756.0
2025-7-29,10:48:0,2.096,2.096,2.095,2.096,94918.0,453.0
2025-7-29,10:49:0,2.095,2.096,2.095,2.095,655548.0,3129.0
2025-7-29,10:50:0,2.096,2.096,2.095,2.096,24514.0,117.0
2025-7-29,10:51:0,2.095,2.096,2.095,2.095,244732.0,1168.0
2025-7-29,10:52:0,2.096,2.096,2.095,2.096,588069.0,2806.0
2025-7-29,10:53:0,2.096,2.096,2.095,2.095,121104.0,578.0
2025-7-29,10:54:0,2.095,2.096,2.095,2.096,514387.0,2455.0
2025-7-29,10:55:0,2.096,2.096,2.096,2.096,45483.0,217.0
2025-7-29,10:56:0,2.095,2.096,2.095,2.095,117749.0,562.0
2025-7-29,10:57:0,2.096,2.096,2.095,2.096,282735.0,1349.0
2025-7-29,10:58:0,2.095,2.096,2.095,2.095,530270.0,2531.0
2025-7-29,10:59:0,2.095,2.096,2.095,2.096,503884.0,2405.0
2025-7-29,11:0:0,2.096,2.096,2.095,2.095,69373.0,331.0
2025-7-29,11:1:0,2.095,2.097,2.095,2.097,5345837.0,25505.0
2025-7-29,11:2:0,2.097,2.097,2.096,2.097,512148.0,2443.0
2025-7-29,11:3:0,2.096,2.097,2.096,2.097,743593.0,3546.0
2025-7-29,11:4:0,2.096,2.097,2.096,2.096,361402.0,1724.0
2025-7-29,11:5:0,2.097,2.097,2.096,2.097,7867314.0,37517.0
2025-7-29,11:6:0,2.098,2.098,2.097,2.098,230128.0,1097.0
2025-7-29,11:7:0,2.098,2.098,2.098,2.098,474354.0,2261.0
2025-7-29,11:8:0,2.098,2.098,2.097,2.097,4297775.0,20491.0
2025-7-29,11:9:0,2.098,2.098,2.096,2.097,2594809.0,12374.0
2025-7-29,11:10:0,2.098,2.098,2.097,2.097,901259.0,4297.0
2025-7-29,11:11:0,2.098,2.098,2.097,2.097,1230186.0,5866.0
2025-7-29,11:12:0,2.098,2.098,2.096,2.096,1663078.0,7930.0
2025-7-29,11:13:0,2.097,2.097,2.096,2.097,601625.0,2869.0
2025-7-29,11:14:0,2.097,2.097,2.096,2.096,1241859.0,5924.0
2025-7-29,11:15:0,2.096,2.097,2.096,2.097,2476536.0,11810.0
2025-7-29,11:16:0,2.096,2.098,2.096,2.098,9095672.0,43386.0
2025-7-29,11:17:0,2.098,2.098,2.097,2.097,33974.0,162.0
2025-7-29,11:18:0,2.097,2.098,2.097,2.097,39850.0,190.0
2025-7-29,11:19:0,2.097,2.098,2.097,2.098,2148320.0,10240.0
2025-7-29,11:20:0,2.097,2.098,2.097,2.098,2151079.0,10253.0
2025-7-29,11:21:0,2.098,2.098,2.097,2.098,653107.0,3113.0
2025-7-29,11:22:0,2.098,2.098,2.097,2.098,125041.0,596.0
2025-7-29,11:23:0,2.098,2.098,2.097,2.097,657697.0,3135.0
